cell_id,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30
Cell_74,5.070217233,3.438377319,5.435468791,3.83478137,3.888766207,3.885125575,2.265231241,0.312689467,1.81884758,0.943388337,1.402101305,2.20483724,2.49142134,0.773290621,1.057553755,1.645136523,1.73777703,1.390028597,3.565887351,1.721436337,2.178561791,1.495054086,0.389890052,0.607898165,0.295901665,2.715545042,0.169294446,1.017046615,0.816765354,0.795466875
Cell_75,4.492743367,6.7959186,3.560458952,7.029236701,3.533786131,2.363198387,1.255002306,0.336875263,3.471883202,3.07310611,0.369321822,1.935314314,0.638460846,0.180684861,0.511422688,3.319024828,2.409504928,0.876834455,3.330989316,2.893927763,0.512336711,3.960527777,0.808651901,0.923666094,0.0844329,0.625718277,1.024549867,1.531549136,0.338340666,0.539105908
Cell_76,4.025696518,2.746736331,3.15025703,1.107302048,1.571097859,5.139770305,7.190111467,2.63766819,3.009803095,3.991974649,1.262170623,0.531573471,1.832810427,0.723246708,1.180578116,1.765471822,0.758869157,2.251290322,2.589295137,0.554241068,0.717948551,0.403278698,1.156662605,1.53064855,0.834121561,1.493883028,0.698558583,0.722188751,1.599612027,0.772039082
Cell_77,1.099805567,1.648523307,1.475114794,0.708841005,2.798546508,4.872711693,4.659565647,3.15604963,5.255498451,4.125589319,1.785818426,0.911113019,0.676666095,2.258036059,0.090318258,1.21649613,1.879620418,4.540579543,0.719831926,1.553384368,0.101645132,1.160671163,2.958696111,4.573182573,1.681253248,0.159556111,3.328793259,0.161816603,0.300151386,3.545633051
Cell_78,1.084191492,0.638462608,2.095754234,1.353274952,2.756263509,4.635668537,4.222694528,5.715436622,4.62116705,3.906492633,2.194347649,0.879054096,1.509922507,0.06614575,1.029683754,0.687477765,0.062046332,1.060654625,1.094621051,1.605611426,2.920433041,2.564975079,0.738889296,1.378946215,1.806765411,0.760869363,0.185767226,0.955670938,3.01549027,0.172420513
Cell_79,0.393564438,0.502939327,0.399103404,2.103327578,0.609897364,5.603901166,4.063405649,2.853049527,3.06436864,5.889659274,1.341621438,0.839597066,3.043394374,0.347335114,0.634393603,2.434715089,2.068220323,0.311551033,1.755824354,0.599064582,0.055905678,0.856363479,4.790069206,2.661132009,1.11624481,0.156339433,0.059869336,1.218721025,1.65999375,2.123301902
Cell_80,1.929192615,2.066414118,1.491657944,2.992910228,0.686036601,3.442759583,3.107544353,3.460547152,5.715388495,5.595562097,0.022479611,5.054364522,1.344746966,1.367508588,0.625842389,0.782141553,1.331383839,1.91992951,1.553229602,0.680672084,0.439180239,0.404368284,2.765302696,2.510012678,1.776139894,2.749728437,1.036618458,2.341300892,1.853868665,2.391991914
Cell_81,0.35619278,1.473241338,0.827256846,3.115847855,2.515563057,5.264329658,3.822873952,2.72441459,3.654262298,4.654366386,0.836092324,1.794553786,1.870061515,2.06642969,0.075964998,0.522396606,1.766778445,3.644980478,2.90114193,1.517220155,3.141382942,1.50714184,0.165174243,2.03781895,2.978998091,4.521137466,0.645626189,0.310332714,2.346799596,1.678464442
Cell_82,1.551720663,3.175298394,2.339446733,1.814662574,0.73607579,4.862389688,3.534827032,4.016293057,3.90320228,2.617915494,1.68262343,0.647153067,1.648009427,0.407912701,2.358217691,4.078134107,0.29376155,0.407264669,0.230713677,0.95038575,1.626326874,2.082667536,1.477725857,2.031107803,1.093163266,0.639026581,0.419805291,0.98485187,0.432379582,1.584815441
Cell_83,0.440782196,0.715192436,2.754328069,2.961942275,2.890491017,4.439388352,3.486721893,3.687370521,4.268619693,5.67308488,0.604611814,0.945872074,2.205439425,0.098032712,0.632860149,1.613966683,1.918446506,1.668668033,0.934457758,2.386165947,0.403326365,0.382702008,1.600529868,0.350468817,4.182665498,0.652476428,2.350914432,0.278945937,3.543009905,1.182016451
Cell_84,0.633763117,0.872431731,0.530018032,0.943366461,0.301243941,2.647941954,5.682581089,5.169209766,3.300397665,4.049422062,2.988120247,0.737278574,0.345813926,1.861052905,0.04186498,0.891828451,3.191025318,0.948603589,2.500464525,0.339941681,0.913555945,0.832148991,1.77892772,1.241485363,3.520017492,0.696135979,1.228052856,0.863149668,1.148817257,1.056061251
Cell_85,0.446736321,2.214622418,0.584216721,0.540548242,0.167110885,3.516364023,3.835922889,3.579316958,3.343962929,6.048928026,0.216277478,1.129744228,0.918207208,1.982804801,2.103347124,5.385293786,1.453164054,0.496949448,0.656196414,0.728043639,0.601773487,4.048290908,2.022589653,1.766089016,0.357827558,2.086319668,2.815094558,0.934242148,0.64824836,3.586032057
Cell_86,0.562487412,0.500715392,0.411949384,1.079585416,1.449426181,5.576200092,4.98844703,5.012734176,6.055416632,2.948252489,0.198370012,1.90800626,1.033143305,2.532546127,1.125317901,0.625216154,1.930836635,1.256677868,1.126214223,6.115006857,2.97024884,2.1345184,1.291637825,1.195200548,0.868537607,1.409246099,0.714591873,0.29601812,1.11361503,1.50998704
Cell_87,2.537203555,0.503951899,1.203786474,1.821644096,1.788317393,7.391746105,3.274204093,3.211547128,4.284444795,4.17251916,0.780055751,0.679141389,1.515155014,0.585420945,2.133026744,2.053356091,1.63280073,0.388470774,1.457500494,2.669195535,2.256121141,2.012135247,1.187726256,1.14068747,3.007041793,1.494819648,1.510777781,7.39023428,0.86672335,0.052159423
Cell_88,0.992260131,1.047169589,1.47602111,1.774538786,0.073780254,4.658535036,4.482301963,4.530652064,2.841078357,6.682889599,0.769736985,2.033747626,0.495929957,1.53112049,0.919002436,1.98433216,0.890056814,0.470884814,1.151504207,1.100298688,1.447116275,2.475466948,2.379121156,0.297156802,1.923780983,1.972248303,0.73026991,0.524035677,0.494448474,1.250351326
Cell_89,2.07491583,1.020259361,0.041089559,0.683132521,0.658948592,4.887893563,4.668870178,3.381862901,5.559646334,5.752905394,0.724515908,0.482518614,1.086619983,1.332680367,0.688692975,8.64456326,3.338674283,0.625461773,0.378158878,0.574604027,2.555352597,2.602929156,3.368806073,0.466935455,1.759127741,0.515838991,3.911639106,0.484942579,0.283085188,0.35336988
Cell_90,1.156065332,2.051729463,1.947903787,0.371610122,0.808150636,4.251975396,3.144120751,3.358112841,5.806112752,1.762435685,1.41022116,3.31911417,3.194134759,4.044283935,1.52839993,1.719698464,0.704699143,0.254178612,1.018669576,2.797089182,0.737192796,1.857522109,1.170069904,3.063307157,2.582513429,0.213711777,1.258442635,0.543656607,0.536160848,0.237338005
Cell_91,1.445826821,3.111128859,1.556519708,0.217486602,1.111895724,4.596440657,5.421695503,5.168795562,3.095993256,3.672797603,0.876644063,3.544454897,0.381241049,0.052761069,3.378793026,1.296296578,0.292137795,2.411061806,1.889294483,3.975565039,1.387304608,6.127196555,1.047007369,1.892169743,2.116125516,0.766202033,0.742255271,2.150720303,0.260618346,0.539730897
Cell_92,1.020376857,3.884604591,2.151887677,1.251385654,0.69660359,7.794160641,4.804496381,4.65142746,8.804330329,3.408569375,3.184274084,1.182408452,2.147752403,1.850232864,2.123078907,6.134549759,5.476130614,0.571017627,1.793046966,0.127221194,2.309102001,2.74810397,0.054341155,1.143027772,2.144611325,1.588559355,0.284222781,0.326180095,1.023360434,0.766095653
Cell_93,0.840732586,0.234934832,1.200907705,3.906941206,0.300385712,4.205314269,4.948708109,4.352824968,5.707835087,3.627891283,1.319726586,2.534404079,5.909742628,1.260358881,0.553182027,0.558328146,0.216550483,4.144982671,2.414698317,0.326078062,0.518921792,1.241748548,2.667987749,1.796774095,1.654565467,1.398312504,0.348777276,1.256455561,1.124104151,0.212262696
Cell_94,4.068158334,0.638780571,0.75613044,0.909941232,1.093058636,2.894409841,3.911580477,3.74412849,4.620601646,4.251419045,1.728374899,1.765017009,2.144412858,0.567245581,0.589785335,2.677583543,0.779581069,1.037505839,0.952916157,5.755484059,0.467030564,0.457091674,1.154968138,0.978855564,0.322202216,1.070134009,1.184061694,0.702898105,1.01142931,0.51938969
Cell_95,0.323172536,0.773679392,0.388084097,0.24989066,0.091563568,3.636694031,2.853742995,5.914600075,3.34743837,4.344089529,0.60613066,1.122631415,0.09284568,0.76221434,0.470435919,2.479327787,1.335657875,2.21289082,2.921346997,0.701053166,1.286294076,0.346452817,1.600835558,1.800525973,1.510009317,0.700251666,4.351196887,1.181255108,0.348951458,1.942470418
Cell_96,2.537371129,0.357374276,0.910559464,0.214501929,3.007296134,4.851371062,3.660390144,5.308005317,3.564773944,5.511830424,1.687025419,0.40352543,0.676271102,0.48759055,0.320532423,0.143999532,4.998655333,1.486346456,1.678167595,2.788506612,0.669288037,0.236870626,2.136635195,0.291383713,2.096122758,0.190105593,0.265203089,0.602180363,2.033126746,3.934104578
Cell_97,1.675913492,0.627495426,2.452193659,0.181953454,0.42937647,4.19019248,5.482504116,2.763671045,4.429212156,3.053830766,2.769252911,0.52390554,0.396668057,0.896472801,3.070989536,0.591397545,0.907482873,0.17764337,0.944302722,1.424837435,0.291955163,2.77326398,1.408881301,0.692023011,1.418086984,1.759444234,0.11422375,1.46581344,2.988520736,0.515858514
Cell_98,0.707227731,0.830406881,2.212976902,0.358452864,1.692452318,3.603658473,7.766866994,2.777504152,2.995072208,4.825733356,1.621009221,1.357184325,2.926168905,0.142662213,0.436776466,1.117408813,1.294301018,0.973010841,0.18155071,0.714272492,3.862053419,0.338009066,1.094881983,1.697741484,2.16185746,1.955430721,0.662431981,0.434635665,4.095942174,2.333430833
Cell_99,1.191900966,3.318900915,0.238800128,0.041117835,1.281330573,4.321142726,3.388007464,5.274495446,2.413915737,4.58514664,1.84426078,1.267850941,0.17110522,2.902322447,0.685353945,0.687595685,0.555914464,2.010594244,0.652715744,0.300304968,2.479868603,1.071032527,2.548219851,1.145091908,0.516197435,0.108123687,1.286164439,0.832164361,2.078633315,0.621920711
Cell_100,1.576197796,1.103012792,0.467976582,0.674445632,0.231718083,7.299049974,4.517410777,4.254328953,7.814928269,4.245994465,0.610858627,0.891856118,1.127589573,2.034058595,1.1438698,0.848195662,1.306668605,0.808065926,0.705499267,0.992653734,3.977869917,0.719403338,2.801805578,1.258374851,1.206849366,1.31766598,1.693182783,0.776641784,2.654612525,1.696674779
Cell_101,0.260041949,3.887372892,1.354597662,0.220063151,0.718383763,5.504592461,4.830824439,3.592151213,4.820143424,4.179012133,1.800950038,1.982689013,0.532201232,0.588071903,0.464615319,0.622879536,0.98356625,1.051835238,3.242494749,1.409118032,1.001830499,0.357566374,0.824823151,4.107590327,4.059617334,0.814957602,0.132494612,0.711883675,3.269361754,0.989963094
Cell_102,2.001419517,1.099337784,0.196478961,1.135393019,2.220122905,3.365821801,5.194434297,4.302995886,5.297528991,5.359558962,0.386510711,0.833098494,0.807080646,0.583567196,1.388253518,4.658156804,2.657292156,2.936649942,0.546392563,2.974054372,3.746586554,0.52714798,1.630708887,1.667144375,0.892616553,1.293482701,1.735977782,0.95056715,2.559891631,0.261925008
Cell_103,0.803667493,2.033873145,4.303927517,2.686473248,1.270209719,3.231761955,3.246149257,2.632741335,2.685938888,6.952659916,1.064465806,0.491700785,1.609414355,0.535698529,2.372270168,0.509081701,2.109099873,0.836818867,1.435138015,2.238903819,0.660644434,2.195979431,0.115132035,3.533230714,2.502552448,1.030887535,2.858858808,2.633463651,1.119403804,1.108493862
Cell_104,0.427050438,1.174637355,0.187521026,2.088156933,2.124455893,2.768871552,5.71241776,3.646694317,10.45541643,3.929266918,3.306191767,0.411344858,0.835034788,0.657212726,0.182618046,0.263049732,0.994199733,1.562801297,0.361747172,0.785839086,0.532697027,1.056921666,1.961617555,1.230856303,0.628422622,2.566116062,1.520079928,1.263201756,0.367224512,2.358278027
Cell_105,1.651584576,1.724041442,0.906159549,0.757977886,4.190550526,3.822148418,2.998373241,4.897914241,4.029054948,5.481907799,0.972814338,1.910981316,3.452973186,1.571624675,0.389431792,1.609323826,0.79921481,1.399077407,1.118465907,0.277318985,0.967714358,0.364170234,0.691329897,2.352177588,1.198744933,1.818408936,1.286337935,0.855049413,1.402487716,0.144971651
Cell_106,2.093996038,0.476559637,1.726245433,0.822863151,0.277551566,3.703281724,3.730725113,8.824042621,4.447346459,7.376668986,0.144391057,0.885259225,1.055681937,1.808958122,0.596441509,1.515490765,0.927799685,2.956029944,1.320690825,7.198918609,0.934837713,2.810015344,3.520011619,2.072654826,0.902987862,0.329287838,2.995806268,0.633415581,0.131660546,1.34886141
Cell_107,3.343066471,0.334726259,2.296346282,0.081711914,3.52558469,4.032776165,2.787744744,4.426589826,2.82294981,2.706378351,0.6563314,1.960917339,0.396748276,0.036046621,0.691785455,3.090968702,3.059279337,0.655366037,0.631314133,0.591091596,0.563667935,0.606039067,1.406456789,3.148525025,0.395973147,0.487756163,1.549247783,2.053905338,0.187447536,4.065431684
Cell_108,0.827318021,0.214057665,0.174506446,0.159478454,2.768103286,2.884132047,5.606119528,3.941822553,6.367782161,4.480116549,1.802614878,1.075502084,0.930871347,0.443222456,2.012605507,0.336675076,2.009862028,1.257484327,2.054056413,1.356092294,2.963674815,1.658711978,1.281398196,3.057234861,0.156784727,0.242505591,2.213969413,1.167865955,0.167259812,0.630378466
Cell_109,2.933466587,1.320515729,1.194301266,0.551221348,2.27780521,3.671657149,4.822236796,4.042244642,8.013787828,6.441335973,1.30800786,1.571095258,0.636766931,2.075340897,4.018551506,1.977385408,0.386392505,3.944969355,4.910226104,1.644602059,0.500115345,1.211431076,1.849253621,1.52988288,0.386461833,1.82153047,2.907046131,0.283876178,0.329632264,0.609262636
Cell_110,0.950307921,2.324623832,2.882142918,0.475966158,1.395824717,5.489538716,4.409029978,4.499223571,4.478731111,4.388957715,1.297170362,0.071040136,0.640471566,1.797947831,0.444791578,2.368318078,0.126556064,2.295801596,2.290841897,5.527521622,0.822762196,1.168803206,3.729096881,3.375965689,2.651649183,1.575393546,3.653214171,6.979472021,1.939264846,1.22076238
Cell_111,2.133904617,1.372174357,0.895998693,2.376369004,0.707697812,4.474485076,3.235771104,8.044855461,3.672086045,2.83834661,3.287861126,3.766170488,1.547845539,1.066920251,0.842649667,1.476004042,1.123641089,0.999603057,0.455990233,0.316211467,1.263722622,1.43691881,0.550244785,0.639935079,1.433902508,0.442181184,2.732402752,1.844030615,0.544585517,1.766553654
Cell_112,0.454954039,2.299396046,0.476031386,1.047338912,1.333649167,6.896907652,4.727898962,3.508126966,3.591933141,7.575197523,1.204668408,2.784257299,0.652077986,0.717882598,1.117757692,1.148862087,2.071326293,1.236774753,0.809410603,4.636235432,0.448795788,0.515050932,0.456258927,2.137371289,1.721225923,1.00366782,0.429483596,1.328543295,2.383904237,3.839300635
Cell_113,0.622790042,1.000332931,1.707164499,0.801218643,0.242651508,4.142872189,3.247808596,5.039650276,4.053849286,3.490403066,0.530374224,1.14194591,3.16427454,2.770959267,0.347478618,1.012567264,0.872753624,0.820921666,0.666044909,0.337572588,5.805981921,4.569542753,0.786199765,1.311842151,2.584659019,1.30799054,0.723921709,0.248731876,1.179919476,0.292696351
Cell_114,3.000646872,1.132149749,1.824385669,0.847206391,2.311256511,3.452537895,5.466164147,3.780393716,3.481516126,5.678607814,0.52582073,1.600899954,3.279020788,2.485152342,0.627673655,1.791166803,0.12673243,2.62665198,6.964780989,1.524046303,3.4036403,0.233400054,0.383814047,0.844115916,1.004352065,1.532346217,0.630909474,1.324104337,2.554172499,1.785694283
Cell_115,0.817420505,2.165357648,0.78303065,1.260368556,2.451834396,3.70265814,3.341650062,3.640760173,5.858823245,5.711890728,0.365201479,2.095956721,0.924838878,3.576331428,0.295173433,2.064055404,0.830764204,0.641429796,2.538974739,2.857772322,0.07412872,2.574769453,1.09428665,1.198024656,0.274639105,1.954066617,5.909824212,0.68352586,3.070334348,1.158381293
Cell_116,0.712190627,0.209333183,3.408659021,1.29086375,0.750395166,3.38095505,5.2632257,4.716742454,3.027194558,4.426963245,1.018274329,0.997288883,0.759257392,3.151979647,7.482118691,0.366301764,0.053973748,0.930546506,0.068332143,0.181009219,0.695971739,2.071148752,0.920308619,0.028380429,0.908735242,0.975291708,0.990888385,2.80084012,2.44533344,1.246460851
Cell_117,5.099684905,0.693997201,1.035276873,1.140511134,0.20608449,4.371529885,3.355746699,4.036076617,4.158961529,3.332294996,1.560788893,0.489810829,0.814586815,1.800501299,1.080058658,1.529962311,1.70865922,1.063668924,1.606401161,0.575417319,1.782064666,0.936311358,3.214991239,1.321764949,0.667290145,1.808328572,3.32277283,0.731790091,0.610847441,1.31886579
Cell_118,0.848579581,1.802039979,1.834712544,0.219593409,2.436824653,3.568566826,3.308132673,4.797877731,3.155754024,4.532680184,0.299050676,2.606972831,0.801829205,0.262518534,0.287955666,2.276992638,0.468501002,0.718878905,1.207724596,0.858703229,0.096262304,1.966472597,0.922437575,1.514830774,2.087033576,0.061152686,2.102867267,6.480765378,1.657337798,3.254225499
Cell_119,2.537483339,2.040159977,2.609358576,2.965485292,3.057726023,3.033006599,5.077056791,4.469760414,5.771208111,4.175371765,0.281434608,3.481106013,0.522249577,0.866366043,4.115488759,1.329603536,0.829571152,1.087593643,0.812088156,2.273508698,0.837206512,1.122584549,1.910353849,1.737454019,0.571715853,2.295913503,0.692895136,0.373704864,0.113290194,0.98526291
Cell_120,0.157115853,0.487464102,1.14923128,2.915363571,0.889160173,3.406503343,4.719965039,6.195964745,3.583266801,6.372531229,1.143217562,2.109418889,1.418808804,3.185936038,5.349674064,0.729267901,1.346681161,2.913718745,1.462755308,0.103952056,0.882504226,1.45185783,3.87463282,1.282112097,0.450917072,1.482236879,3.583177559,0.615349137,0.702337027,0.625591692
Cell_121,0.254601542,1.230944949,1.103411578,0.124919002,0.492410968,4.237811836,5.899250756,5.327014602,5.256980762,4.249440279,0.200527666,0.939877674,0.021957959,1.38737082,0.592879133,0.057908245,1.618425409,3.550528119,0.16034218,1.733471799,0.791261025,0.521725086,0.523023747,0.791069866,0.788152548,1.122442884,0.466285378,0.582687013,1.871569787,0.419261434
Cell_122,1.46717567,0.832741939,0.671391772,4.434801223,0.262588133,6.156689157,5.221336275,3.521439287,6.059690466,3.102757073,0.548986085,0.426139218,1.634893517,2.102099166,1.612364077,1.306125368,2.497913382,2.22314568,0.593968934,0.667884015,2.122177687,1.112318627,1.184170242,1.328401649,0.112274967,0.565378553,1.755976381,0.560221661,0.928195294,1.746468992
Cell_123,2.608977666,2.857112492,2.984033162,1.01512679,0.917513357,3.118220383,6.493461527,3.84674185,6.483368666,4.965771784,2.704962085,1.081276542,1.894409612,2.777464824,0.706317446,2.996326993,0.362896987,4.348982908,1.33310851,0.575201196,2.28136914,1.563156734,0.122754862,0.791504597,0.384908525,0.4271743,0.409496607,1.820696092,2.423618876,0.519262682
Cell_124,5.118213838,1.345895472,2.294966035,0.968012492,0.047708537,5.162228849,6.516462059,4.144447123,3.680781416,5.358635378,1.552832559,3.005986915,1.176185038,2.073110004,0.768293829,0.336735689,2.077829835,2.416284317,0.625992776,3.743809134,3.822502458,0.412548992,0.435680474,0.46016784,1.035263226,0.806152066,0.248644212,0.475778675,0.049935091,0.071210769
Cell_125,0.186692438,4.912102169,4.480048961,2.177550242,0.632995816,2.445164612,4.259754418,4.535634297,3.806583949,4.958492973,0.301382876,0.647012573,0.909586133,4.579244941,0.467817489,1.705374905,0.388904483,0.326694023,0.526509632,1.190962532,4.118494464,0.618251529,2.431151327,4.748693585,1.466543244,2.793707243,0.494683262,1.666632484,2.044996106,0.232645586
Cell_126,0.44023501,0.870969428,0.543145604,0.974185142,0.188251396,8.064988276,5.103920345,14.70616226,3.720270538,5.08023023,0.548840712,0.324278842,2.517254264,1.227090775,0.813289536,1.505650908,0.462709015,0.44489384,0.571136096,2.928395601,2.74373086,0.255966796,4.263859583,1.132952847,1.698741856,0.550822794,1.189598061,0.321795393,0.509233755,2.35211512
Cell_127,2.396867145,1.766584754,0.761417261,0.250075812,3.20946803,6.499880756,3.253383414,5.947280013,3.897682302,5.522306012,0.191888196,0.583354963,1.271775559,4.406798664,1.274784772,2.836226811,1.435742206,1.390313385,1.848828577,1.104686111,2.306284335,0.35248782,1.111875556,4.690136051,2.929760543,1.548864285,2.618551411,3.793642717,0.073398385,0.892419969
Cell_128,0.58113551,0.212911989,5.196398349,1.924113856,2.54538114,4.190125845,4.403066445,3.405166916,4.445650374,5.822768663,2.121487695,0.931987012,3.907755431,3.324190448,1.510540789,1.20177697,0.863665304,1.660828141,3.189307961,1.227310082,0.662692569,1.20227693,1.535172882,0.323539294,0.226487858,0.681311627,3.901570736,3.050878474,0.159401753,0.42157005
Cell_129,2.205679708,0.774280771,1.738517608,0.173884009,1.179860855,4.318266608,5.530580594,4.906695406,3.77618251,3.512322323,4.803276818,2.07708383,0.55468179,1.297803067,0.798784598,0.958227526,3.013884002,0.419150487,2.149208766,3.114008332,1.88019556,1.00568213,0.511087251,0.594700319,1.322253878,1.224920827,2.373076939,0.193342481,2.984376593,7.227177791
Cell_130,1.099159494,0.944790807,1.034391438,1.281085628,0.873665339,3.26200763,4.05528483,4.262705118,6.354964407,3.275522688,4.269676809,0.815032745,0.47394723,2.077531006,0.722909755,1.119146309,1.191774622,1.98017548,1.088192852,0.978465871,0.793742932,1.817682438,0.684246646,3.323355847,1.204077356,0.130052554,1.53420554,1.759676567,3.352351394,0.537470556
Cell_131,0.452819551,2.035326155,2.937113865,0.513789926,1.486112051,3.943953292,4.428913651,3.252543275,4.992250102,4.599567551,0.994043842,1.947683705,2.975933736,0.404054098,1.540330203,0.820311701,1.213765384,2.076927199,0.88677424,1.080427357,2.59815347,1.723564907,1.057537916,1.324101968,1.238320124,0.114964871,1.344384952,0.262160352,2.911109128,0.254029718
Cell_132,0.779982147,0.637377494,3.781666634,2.816799732,0.030885602,3.543838629,2.324767154,4.856066898,5.668184445,3.797934442,2.140934762,0.910461237,1.49286927,2.079065656,0.75011885,0.466093406,0.600720573,1.044143198,1.182973886,1.568886514,0.537926416,2.128613053,4.442740934,0.642439195,6.325967381,4.888474385,1.179546108,1.014845283,0.59144237,2.388194754
Cell_133,1.25345819,1.37569571,0.477642895,2.442535704,0.939368934,2.46036156,3.486157737,3.163886576,7.313031012,7.626821844,1.12489498,2.756030034,2.702836879,0.601731581,1.303747957,0.77012286,0.551916512,2.84564594,0.739634853,1.572462831,2.654635377,3.507454691,0.360250453,0.400067629,1.425634768,0.074269356,0.423848912,3.091015196,1.996241807,1.044130789
Cell_134,1.758088124,2.109996763,0.222338714,0.726207572,3.416159659,4.863745798,4.884328121,4.788810654,2.803332004,3.626347187,1.670592394,0.743943424,0.376412495,0.439305783,3.46954041,0.703438257,2.959405726,1.529553015,0.934467018,0.523460818,2.040317902,2.685355472,2.202089261,0.256020114,0.701419685,0.791214669,0.080884673,1.743389397,1.956040304,1.900641754
Cell_135,1.650221057,0.86047751,0.500806288,0.857478017,1.540192535,6.063547628,4.521966796,4.822851757,4.184229698,4.433638854,3.350467836,1.051977756,0.978912206,0.806264876,2.096992173,0.087278484,2.96166158,0.938307631,1.654243924,2.231607827,0.433045121,1.145284316,0.918884794,0.320376885,2.668759217,0.848315657,0.303895867,1.210090374,0.20586447,0.744190593
Cell_136,1.513841299,0.176478848,1.989368028,1.267936047,2.241904125,5.292660492,4.15149551,4.044461388,5.616628258,3.30346388,0.360315468,0.619231754,0.232372188,0.29949089,0.312452734,0.85137053,0.813261457,2.519663457,0.866418767,1.066686776,0.033755909,1.390709575,0.939661871,1.515849713,0.66119941,0.861011276,3.060976907,1.738913315,0.903790926,0.514316005
Cell_137,0.355815287,0.705450453,0.983210896,4.199521557,1.303284448,3.385399489,3.722278925,3.649664709,3.976554984,4.381014497,0.733221084,4.346342537,0.91938208,2.587500406,0.15530399,1.089469916,0.504020334,2.644002444,0.782954515,3.127184629,1.967539014,0.683486798,0.347789197,0.5385492,0.862012325,1.957175469,1.124070349,2.253140182,3.314824286,1.17952679
Cell_138,0.395591869,1.576568523,4.704497739,2.355626825,1.476048829,3.921399353,3.518294356,2.94162345,1.998811612,4.290534509,0.120250614,0.82078564,0.280690366,0.342986082,1.199147048,0.539357817,0.214005414,0.658883637,0.203823013,2.980268787,2.045965522,2.03857758,0.484473555,1.649296114,1.359787696,0.526107664,1.059939208,0.158952535,0.359086837,1.032926248
Cell_139,0.698650326,1.528946298,0.541657731,0.806343055,1.114715208,3.959462505,3.815981246,3.889530107,7.355835919,3.56620975,0.70207852,2.337133911,2.807144497,1.782849811,2.751641344,0.466341646,2.550802231,2.10478116,0.337351812,0.818033674,0.05520008,1.265912939,2.514557494,0.665815921,0.387019795,0.355900735,1.099528491,1.769693709,3.698894373,3.36520863
Cell_140,1.326916057,2.421782675,2.006403116,1.162273027,1.122666193,5.413196042,4.3089885,4.044044096,4.433740889,3.493410421,4.384946257,0.857255843,0.659722082,0.684195872,0.961703958,4.017170417,3.9076086,2.438244389,0.321640551,2.411592118,0.968041839,1.861856679,0.542708165,2.10379945,2.184273598,1.317223991,1.907751075,1.866429826,0.589107778,3.342919501
Cell_141,0.815626878,0.166714797,3.261056638,1.2426736,2.11737774,3.631070366,3.98627198,4.134848303,4.876974701,5.625463572,1.312199791,0.830925276,0.888128383,2.067709765,2.305785069,0.384750112,1.263137092,2.25656356,3.969286528,3.210022759,0.213203841,1.13632307,0.206344722,3.743515472,1.405915924,2.296972956,0.433105001,0.605164221,1.584504225,3.018870369
Cell_142,0.112293869,2.751816234,1.419082633,0.080834817,2.079354025,6.004888184,3.951906981,3.573984706,3.377379837,4.633444489,0.241469689,3.471605126,0.484786507,2.54871417,2.13176089,1.546981732,2.705122892,0.392959822,2.570955472,2.488627494,2.496839107,1.806338329,0.377405095,0.813160573,2.776698785,0.835186151,0.385640983,5.50193254,0.130046394,0.70577599
Cell_143,2.013474031,5.867110008,0.945093015,0.854057485,1.094443296,2.611176322,3.346475013,5.951252949,3.923298349,2.654895854,0.370624037,3.829032723,3.153971203,0.502729688,1.763626334,0.198472114,0.712997963,1.518066228,0.733176601,1.07324114,0.569671126,0.208288541,3.211649144,0.083615454,1.987460076,0.956506978,3.254911327,0.975122171,1.347756511,1.029841728
Cell_144,1.904626227,0.385768235,0.69354163,3.115227898,2.076691276,4.460112265,4.744344926,3.273812134,5.09352338,3.873022524,2.207664709,1.520645242,2.166372372,1.831016758,0.798836747,0.704222671,0.237396489,1.933941666,2.451068125,1.072473717,0.300496873,0.323923496,0.466178765,0.668329879,0.768068184,1.192200478,4.021436077,1.80737269,2.909520487,0.462165198
Cell_145,0.593468474,1.232584265,1.553016671,0.694286941,1.163133506,6.348262366,4.286154236,4.267874542,3.793820291,5.949715425,0.111184162,1.376272857,1.215731021,0.543294752,0.470390207,0.68814509,0.54059228,0.432037377,1.147602838,0.499240215,1.422723982,1.736239877,0.876535257,1.13578202,3.273877676,1.958137816,0.243439246,2.378551153,4.733436746,2.261506071
Cell_146,1.105313862,2.062936725,2.047486555,2.418853628,0.917725385,2.951803225,3.323719355,4.233727542,6.264741124,4.756688012,0.966627295,1.139109041,0.043048152,1.212346416,0.315917513,4.727430556,0.334695097,0.025159319,0.6202396,2.998572013,1.147474762,1.577183557,0.408948602,0.907381937,1.614485079,0.549837645,1.991563537,0.681693722,0.442096253,1.962658114
Cell_147,0.612166117,1.427031532,1.233984589,2.372313135,1.336071895,3.828236455,3.663417785,7.327763027,5.02729161,4.112933633,0.120993022,3.472137976,1.037361004,2.566841627,0.711990458,1.034760288,0.185616582,2.035265084,1.014628142,2.766578723,1.171037928,2.900621098,3.051807182,1.12727392,0.642516079,0.042393795,0.433589147,5.905263473,0.810022173,0.077694033
